-2.289248655837964108e+00,1.158680833839651619e-02,-6.383265068512254947e-01
-2.302185814444563050e+00,9.622830386104270703e-03,-5.353647254006707046e-01
-2.327995509296851395e+00,6.249947718253223011e-03,-4.850119137184368268e-01
-2.268833590194222261e+00,1.592078098816775492e-02,-4.228568844570461116e-01
-2.227640438174218751e+00,3.592311521863186113e-02,-2.793525863845612855e-01
-2.299186729814973518e+00,-2.236161310236939662e-02,-1.847062684705286506e-01
-2.351149723707430361e+00,-2.323831687817135006e-02,-1.703103399825897368e-01
-2.316833719600752683e+00,-8.599885164855347597e-02,4.583269176871930528e-02
-2.237590930156724500e+00,4.041067884055486031e-02,7.926588824437827419e-02
-2.324045924787698336e+00,8.656952312743933231e-02,1.068414088890138475e-01
-2.312567264208464035e+00,9.085047040426143944e-03,1.234326747188962264e-01
-2.378901665102831853e+00,-4.833794582809356095e-03,2.944571603091549750e-01
-2.347513306713717274e+00,-7.387557625237864412e-03,3.281692006909831538e-01
-2.364936034234793372e+00,2.296445760952579157e-02,4.682183564836318590e-01
-2.303759719105639370e+00,-2.314133592272977699e-02,5.331712341994286897e-01
-2.257484771379647981e+00,9.063009621203751975e-03,-5.835439652964132806e-01
-2.299987768468330973e+00,-1.749001675434096875e-02,-5.436547106329909784e-01
-2.386755179600489551e+00,-4.498115243026098303e-02,-4.725867167780534173e-01
-2.278841480394306895e+00,-9.432209609678528228e-02,-4.024984544676712406e-01
-2.301143570251116266e+00,6.913569475008048137e-03,-2.845525529539542076e-01
-2.182915592912587410e+00,-3.878831127998032258e-02,-2.012123541597570786e-01
-2.298933438679123586e+00,6.373853835121998102e-03,-1.143289056352364830e-01
-2.325721756427654441e+00,3.795891622722974423e-02,2.042392471488962274e-02
-2.265454754379564228e+00,1.299740979312191125e-01,7.863026833994321563e-02
-2.362725273377595858e+00,-6.189525379916573089e-02,8.339497979534690741e-02
-2.296489076261490681e+00,-1.447415237987772357e-02,2.652378578432414424e-01
-2.259407774313174855e+00,-6.314867285854315615e-02,2.510555676793848612e-01
-2.341010074893007609e+00,-3.847370072953008868e-02,4.219094982557661799e-01
-2.287435740066349865e+00,-1.104360651963218198e-02,4.898016687481759335e-01
-2.370146735228917834e+00,-2.819043233867025294e-02,5.172862369824451356e-01
